"id","breedtegraad","lengtegraad","weergavenaam","plaatsnaam","landcode","landnaam","status","status_uitleg","statusvolgorde","markerkleur","actief","oppervlakte_ha","oppervlakte","markergrootte","ontstaansdatum","ontstaansdatum_iso","duur_dagen","duur","detecties_24u","detecties_7d","uren_sinds_update","brandgevaar","status_bijgewerkt","bron_bijgewerkt_utc","opgehaald_utc","bron","bron_url"
"592114",40.9135,14.915,"Chiusano di San Domenico, IT","Chiusano di San Domenico, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",11,"11 hectare",0.87,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,23,"Zeer hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.826Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592395",40.5637,-7.4669,"Linhares, PT","Linhares, PT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,22,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.826Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592472",42.1027,13.0906,"Carsoli, IT","Carsoli, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",4,"4 hectare",0.65,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,17,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.826Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"586291",40.6919,9.4324,"Padru, IT","Padru, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",48,"48 hectare",1.19,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,63,"Zeer hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.827Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592430",43.4096,17.5849,"?iroki Brijeg, BA","?iroki Brijeg, BA",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",10,"10 hectare",0.85,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,21,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.828Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"591994",37.1264,14.5358,"Caltagirone, IT","Caltagirone, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",22,"22 hectare",1.02,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,23,"Zeer hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.828Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592444",45.0819,22.652,"Mehedin?i, RO","Mehedin?i, RO",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",15,"15 hectare",0.94,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,20,"Gemiddeld","4 augustus 2026 om 08:31","2026-08-04T06:31:01.828Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592147",41.8891,16.1506,"Vieste, IT","Vieste, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",22,"22 hectare",1.02,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,23,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.829Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592066",39.8787,15.8914,"Papasidero, IT","Papasidero, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",7,"7 hectare",0.77,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,23,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.829Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592400",35.6043,36.0613,"N.A., SY","N.A., SY",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"31 juli 2026","2026-07-31",4,"4 dagen",0,0,22,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.830Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592403",35.6056,36.0642,"N.A., SY","N.A., SY",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",1,"1 hectare",0.35,"31 juli 2026","2026-07-31",4,"4 dagen",0,0,21,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.830Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584102",33.1631,35.5021,"Meis El-Jabal, LB","Meis El-Jabal, LB",,"Onbekend land","Uitgedoofd","Volgens de laatste beschikbare bronupdate was deze brand uitgedoofd.",3,"#FCD9BE","Nee",148,"148 hectare",1.44,"31 juli 2026","2026-07-31",4,"4 dagen",0,0,88,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.830Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592461",38.0281,21.6216,"?????, EL","?????, EL",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",1,"1 hectare",0.35,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,18,"Zeer hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.831Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584086",38.03,21.6357,"?????, EL","?????, EL",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",75,"75 hectare",1.29,"31 juli 2026","2026-07-31",4,"4 dagen",0,2,89,"Zeer hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.831Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"586307",44.7306,21.9048,"Cara?-Severin, RO","Cara?-Severin, RO",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,63,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.832Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"586306",44.7426,21.8985,"Cara?-Severin, RO","Cara?-Severin, RO",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,63,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.832Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592391",35.6996,36.2563,"N.A., SY","N.A., SY",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",45,"45 hectare",1.18,"31 juli 2026","2026-07-31",4,"4 dagen",0,0,22,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.832Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592465",37.1283,14.1285,"Butera, IT","Butera, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",15,"15 hectare",0.94,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,18,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.832Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584089",38.6953,21.0402,"???????????????, EL","???????????????, EL",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",9,"9 hectare",0.83,"31 juli 2026","2026-07-31",4,"4 dagen",0,1,89,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.833Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592155",41.7913,15.7627,"Cagnano Varano, IT","Cagnano Varano, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",25,"25 hectare",1.05,"31 juli 2026","2026-07-31",4,"4 dagen",0,2,23,"Zeer hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.833Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592364",46.4248,13.6162,"Bovec, SI","Bovec, SI",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",8,"8 hectare",0.8,"31 juli 2026","2026-07-31",4,"4 dagen",0,2,22,"Gemiddeld","4 augustus 2026 om 08:31","2026-08-04T06:31:01.833Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592401",42.7174,-5.4063,"Santa Colomba de Curueño, ES","Santa Colomba de Curueño, ES",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"31 juli 2026","2026-07-31",4,"4 dagen",0,0,22,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.833Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"583369",36.96,27.0254,"????????, ???????? ? ?????? ????? ?????, ???, ?????, EL","????????, ???????? ? ?????? ????? ?????, ???, ?????, EL",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",154,"154 hectare",1.44,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,96,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.833Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592431",42.702,-6.7218,"Vega de Espinareda, ES","Vega de Espinareda, ES",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"30 juli 2026","2026-07-30",5,"5 dagen",0,2,21,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.834Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592063",39.7562,16.1178,"Lungro, IT","Lungro, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",21,"21 hectare",1.01,"30 juli 2026","2026-07-30",5,"5 dagen",0,2,23,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.834Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592477",42.6933,-6.9911,"Vega de Valcarce, ES","Vega de Valcarce, ES",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",13,"13 hectare",0.91,"30 juli 2026","2026-07-30",5,"5 dagen",0,2,17,"Gemiddeld","4 augustus 2026 om 08:31","2026-08-04T06:31:01.834Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592362",46.0607,9.4758,"Premana, IT","Premana, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",12,"12 hectare",0.89,"30 juli 2026","2026-07-30",5,"5 dagen",0,2,22,"Laag","4 augustus 2026 om 08:31","2026-08-04T06:31:01.834Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592419",45.5934,1.0613,"Bussière-Galant, FR","Bussière-Galant, FR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",21,"21 hectare",1.01,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,21,"Laag","4 augustus 2026 om 08:31","2026-08-04T06:31:01.835Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592039",38.4348,16.1537,"Giffone, IT","Giffone, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,23,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.835Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592422",45.1024,1.187,"Farges, FR","Farges, FR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,21,"Laag","4 augustus 2026 om 08:31","2026-08-04T06:31:01.835Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592460",37.8045,24.8321,"??????, ????, ???, ?????, ???????, ?????, ?????, ?????, ?????, EL","??????, ????, ???, ?????, ???????, ?????, ?????, ?????, ?????, EL",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",154,"154 hectare",1.44,"30 juli 2026","2026-07-30",5,"5 dagen",0,3,19,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.836Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592040",38.5693,16.1161,"Dinami, IT","Dinami, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",10,"10 hectare",0.85,"30 juli 2026","2026-07-30",5,"5 dagen",0,2,23,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.836Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584043",37.9812,15.7173,"Motta San Giovanni, IT","Motta San Giovanni, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",39,"39 hectare",1.15,"30 juli 2026","2026-07-30",5,"5 dagen",0,2,93,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.836Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592473",42.161,12.5086,"Morlupo, IT","Morlupo, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",41,"41 hectare",1.16,"30 juli 2026","2026-07-30",5,"5 dagen",0,2,17,"Zeer hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.836Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592468",38.7909,16.3728,"Cortale, IT","Cortale, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",13,"13 hectare",0.91,"30 juli 2026","2026-07-30",5,"5 dagen",0,2,18,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.837Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584083",37.973,15.7129,"Montebello Jonico, IT","Montebello Jonico, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",68,"68 hectare",1.27,"30 juli 2026","2026-07-30",5,"5 dagen",0,2,89,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.837Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592409",59.7459,16.1661,"Surahammar, SE","Surahammar, SE",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",1,"1 hectare",0.35,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,21,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.837Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592410",59.7443,16.1655,"Surahammar, SE","Surahammar, SE",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",0,"0 hectare",0.1,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,21,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.837Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"586301",52.0691,13.0618,"Jüterbog, Stadt, DE","Jüterbog, Stadt, DE",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",68,"68 hectare",1.27,"30 juli 2026","2026-07-30",5,"5 dagen",0,3,63,"Laag","4 augustus 2026 om 08:31","2026-08-04T06:31:01.838Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592210",41.503,13.9147,"Cervaro, IT","Cervaro, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",0,"0 hectare",0.1,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,23,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.838Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584061",41.5044,13.915,"Cervaro, IT","Cervaro, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",47,"47 hectare",1.19,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,92,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.838Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"584044",38.6361,15.8779,"Ricadi, IT","Ricadi, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",12,"12 hectare",0.89,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,93,"Gemiddeld","4 augustus 2026 om 08:31","2026-08-04T06:31:01.838Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592036",38.2052,16.225,"Portigliola, IT","Portigliola, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",4,"4 hectare",0.65,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,23,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.839Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592037",38.2066,16.2212,"Portigliola, IT","Portigliola, IT",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,23,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.839Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"581411",39.2906,28.0219,"Bal?kesir, TR","Bal?kesir, TR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",7,"7 hectare",0.77,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,111,"Zeer hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.839Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"581414",39.2537,32.3189,"Ankara, TR","Ankara, TR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",135,"135 hectare",1.42,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,111,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.839Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592451",33.1349,35.5027,"Blida, LB","Blida, LB",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",11,"11 hectare",0.87,"30 juli 2026","2026-07-30",5,"5 dagen",0,0,20,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.840Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592458",32.8243,35.2512,"N.A., IL","N.A., IL",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"30 juli 2026","2026-07-30",5,"5 dagen",0,0,20,"Zeer hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.840Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592414",44.9667,-0.6969,"Pian-Médoc, FR","Pian-Médoc, FR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",2,"2 hectare",0.5,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,21,"Laag","4 augustus 2026 om 08:31","2026-08-04T06:31:01.840Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592398",37.0007,-3.5183,"Nigüelas, ES","Nigüelas, ES",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",1,"1 hectare",0.35,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,22,"Extreem","4 augustus 2026 om 08:31","2026-08-04T06:31:01.840Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"583722",40.6279,0.1867,"Rossell, ES","Rossell, ES",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",3,"3 hectare",0.59,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,95,"Laag","4 augustus 2026 om 08:31","2026-08-04T06:31:01.841Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592478",42.6646,-6.517,"Toreno, ES","Toreno, ES",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",60,"60 hectare",1.24,"30 juli 2026","2026-07-30",5,"5 dagen",0,2,17,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.841Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"581412",36.7357,29.1982,"Mu?la, TR","Mu?la, TR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",250,"250 hectare",1.55,"30 juli 2026","2026-07-30",5,"5 dagen",0,2,111,"Zeer hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.842Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"580253",38.9209,26.8591,"?zmir, TR","?zmir, TR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",52,"52 hectare",1.21,"30 juli 2026","2026-07-30",5,"5 dagen",0,1,120,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.842Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592449",36.9397,37.3503,"Gaziantep, TR","Gaziantep, TR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",14,"14 hectare",0.92,"30 juli 2026","2026-07-30",5,"5 dagen",0,0,20,"Extreem","4 augustus 2026 om 08:31","2026-08-04T06:31:01.842Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"581092",52.2581,1.6164,"Suffolk Coastal, UK","Suffolk Coastal, UK",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",150,"150 hectare",1.44,"29 juli 2026","2026-07-29",6,"6 dagen",0,2,118,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.842Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592377",43.3993,6.0911,"Brignoles, FR","Brignoles, FR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",1,"1 hectare",0.35,"29 juli 2026","2026-07-29",6,"6 dagen",0,1,22,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.842Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"592445",45.2029,28.9195,"Maliuc, RO","Maliuc, RO",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",34,"34 hectare",1.12,"29 juli 2026","2026-07-29",6,"6 dagen",0,1,20,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.843Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"581408",40.1145,26.4509,"Çanakkale, TR","Çanakkale, TR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",7,"7 hectare",0.77,"29 juli 2026","2026-07-29",6,"6 dagen",0,1,111,"Extreem","4 augustus 2026 om 08:31","2026-08-04T06:31:01.843Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"581409",40.1086,26.4546,"Çanakkale, TR","Çanakkale, TR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",22,"22 hectare",1.02,"29 juli 2026","2026-07-29",6,"6 dagen",0,1,111,"Extreem","4 augustus 2026 om 08:31","2026-08-04T06:31:01.843Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
"580489",43.3935,6.0887,"Brignoles, FR","Brignoles, FR",,"Onbekend land","Onder controle","Volgens de laatste beschikbare bronupdate stond deze brand onder controle.",2,"#E07154","Ja",71,"71 hectare",1.28,"29 juli 2026","2026-07-29",6,"6 dagen",0,2,120,"Hoog","4 augustus 2026 om 08:31","2026-08-04T06:31:01.844Z","2026-08-04T06:42:29Z","FireMap.live (EFFIS en NASA FIRMS)","https://firemap.live/"
